title,url,content
Cowboys Shockingly Rule Out CeeDee Lamb For Rest of 2024 Season,https://www.newsweek.com/sports/nfl/cowboys-shockingly-rule-out-ceedee-lamb-rest-2024-season-2006351,The Dallas Cowboys continue to get hit with major injuries to their skill players. Star wide receiver CeeDee Lamb has shockingly been ruled out for the remainder of the 2024 season following a should… [+3005 chars]
Former Jets Coach Says Aaron Rodgers is 'Doing Everything He Can to Get Cut',https://www.newsweek.com/sports/nfl/former-jets-coach-says-aaron-rodgers-doing-everything-he-can-get-cut-2006966,"The speculation on what directions both Aaron Rodgers and the New York Jets will go following this season is multifarious, but a new spin was brought to the table on ""The Herd"" with Colin Cowherd on … [+3290 chars]"
Colts GM Will Not Guarantee Anthony Richardson as Starting Quarterback in 2025,https://www.newsweek.com/sports/nfl/colts-gm-will-not-guarantee-anthony-richardson-starting-quarterback-2025-2013156,"The Indianapolis Colts were meant to make it to the playoffs and had a route to do so towards the end of the season. However, their postseason plans were crushed when the lowly New York Giants routed… [+3028 chars]"
"WWE Champion Threatens Dwayne Johnson of ""Stealing Time"" Following Big Win",https://www.newsweek.com/sports/wrestling/wwe-champion-threatens-dwayne-johnson-stealing-time-following-big-win-2013498,"Dwayne ""The Rock"" Johnson has returned to WWE in a very big way, but it seems that some younger wrestlers are not too happy with how the Hall of Famer is eating up screen time.
More News:WWE Founder… [+2620 chars]"
49ers Signal Reunion by Interviewing Robert Saleh for Vacant DC Position,https://www.newsweek.com/sports/nfl/49ers-signal-reunion-interviewing-robert-saleh-dc-position-2012718,"The San Francisco 49ers are among many teams that are searching for a new coach. Though the team is not looking for a head coach, they need a new defensive coordinator, as they fired Nick Sorensen fr… [+2927 chars]"
Jets Reveal Significance of Injury to Olu Fashanu,https://www.newsweek.com/sports/nfl/jets-reveal-significance-injury-olu-fashanu-2005783,"New York Jets star rookie offensive lineman Olu Fashanu has been placed on the injured reserve list and will miss the last two games of the season. Per NFL insider Rich Cimini, ""Jets rookie LT Olu Fa… [+2970 chars]"
Jets' Aaron Rodgers in Danger of Missing Week 17 With Significant Injury,https://www.newsweek.com/sports/nfl/jets-aaron-rodgers-danger-missing-week-17-significant-injury-2005787,"The New York Jets could end up benching Aaron Rodgers for the final two games of the season, simply because the quarterback is dealing with a significant injury. Rodgers has popped up on the injury r… [+3025 chars]"
Colts' DeForest Buckner Takes Massive Shot at Organization Following Playoffs Miss,https://www.newsweek.com/sports/nfl/colts-deforest-buckner-takes-massive-shot-organization-following-playoffs-miss-2007651,"Another NFL season is nearly gone, and another year the Indianapolis Colts will not see the postseason. All the team had to do was to beat the lowly New York Giants on Sunday, but they fell with a fi… [+3476 chars]"
Giants' Armon Watts Carted to Locker Room Following Scary Leg Injury,https://www.newsweek.com/sports/nfl/giants-armon-watts-carted-locker-room-following-scary-leg-injury-2007171,"The New York Giants are attempting to secure a much-needed win against the Indianapolis Colts, but they will do so without the help of defensive tackle Armon Watts. Watts has suffered an apparent leg… [+2717 chars]"
Pro Football Hall of Fame Class of 2025 Finalists Announced,https://www.newsweek.com/sports/nfl/pro-football-hall-fame-class-2025-finalists-announced-2006943,"The Pro Football Hall of Fame has announced their finalist for the Modern-Era category of the class of 2025. While only five of these players will eventually be inducted this year, it is an honor for… [+3473 chars]"
Broncos' Patrick Surtain Calls Out Officiating Following Patrick Mahomes Call,https://www.newsweek.com/sports/nfl/broncos-patrick-surtain-calls-out-officiating-following-patrick-mahomes-call-2017308,"Denver Broncos cornerback Patrick Surtain is pretty fed up with the officiating in tonight's Divisional Round game between the Kansas City Chiefs and the Houston Texans.
Cmon man what we supposed to… [+3185 chars]"
"MetLife, Inc. (NYSE:MET) Stock Position Raised by Wedmont Private Capital",https://www.etfdailynews.com/2025/01/15/metlife-inc-nysemet-stock-position-raised-by-wedmont-private-capital/,"Wedmont Private Capital boosted its position in shares of MetLife, Inc. (NYSE:MET – Free Report) by 7.0% during the 4th quarter, HoldingsChannel reports. The firm owned 9,967 shares of the financial … [+5076 chars]"
"Brookstone Capital Management Has $533,000 Holdings in MetLife, Inc. (NYSE:MET)",https://www.etfdailynews.com/2025/01/18/brookstone-capital-management-has-533000-holdings-in-metlife-inc-nysemet/,"Brookstone Capital Management boosted its position in MetLife, Inc. (NYSE:MET – Free Report) by 15.8% in the fourth quarter, HoldingsChannel.com reports. The institutional investor owned 6,504 shares… [+4824 chars]"
MetLife Executive Vice President and Chief Accounting Officer Announces Resignation,https://www.etfdailynews.com/2025/01/13/metlife-executive-vice-president-and-chief-accounting-officer-announces-resignation/,"MetLife, Inc. (NYSE:MET) received a recent 8-K filing with the Securities and Exchange Commission on January 7, 2025. According to the filing, Tamara L. Schock, the Executive Vice President and Chief… [+1827 chars]"
MetLife signs deal to acquire asset manager PineBridge,https://biztoc.com/x/ffec37477ddb48ae,"In This Article:MetLife Investment Management (MIM), the institutional asset management business of US insurance giant MetLife, has agreed to acquire asset management firm PineBridge Investments from… [+146 chars]"
"Pensionfund Sabic Buys 5,000 Shares of MetLife, Inc. (NYSE:MET)",https://www.etfdailynews.com/2025/01/06/pensionfund-sabic-buys-5000-shares-of-metlife-inc-nysemet/,"Pensionfund Sabic increased its stake in shares of MetLife, Inc. (NYSE:MET – Free Report) by 32.3% during the 4th quarter, Holdings Channel reports. The fund owned 20,500 shares of the financial serv… [+4989 chars]"
