headline,full_content,published_date,year,month,url
IRDA asks insurance companies to ignore SEBI order,"Insurance regulator IRDA has taken SEBI head on by setting aside a ban on ULIP by the market watchdog and asking 14 life insurance companies to continue their business as usual.

The finance ministry has opted to keep a safe distance from the ongoing controversy.

Unit-linked equity products (ULIPs) are insurance plans sold by life insurers where the money collected from consumers is invested into equity and debt markets and returns are linked to the same. Regulation of ULIPs has a bone of contention between the two regulators.

Moving swiftly within 24 hours of SEBI order, IRDA Chairman J Hari Narayan in a signed order has asserted that it is IRDA which will control the ULIPs, which are issued by the insurance companies.

Earlier on Friday, SEBI had banned 14 life insurance companies, including those belonging to the Tatas, Reliance Anil Ambani Group, SBI, ICICI Bank and HDFC, from issuing ULIP products.

SEBI Chairman C.B. Bhave while speaking to reporters in Kolkata on Saturday declined to speak on the ban on 14 insurance companies from selling ULIP without its approval.

“I am not going to comment on the order,” he had said.

The Securities and Exchange Board of India (SEBI) in its Friday evening order had also said that entities registered with SEBI could operate such schemes as they are in the nature of mutual funds.

Even as the two regulators continue the turf war, Finance Secretary Ashok Chawla distanced himself from the controversy saying it was a matter between the two regulators. “It’s a matter between regulators, so they have to decide.”

The turf war concerns the nature of ULIPs which account for over 50 per cent of the total life insurance business in the country.

As on March 31, 2009, the total funds under the management of life insurance sector stood at over Rs 9 lakh crore of, accroding to the Life Insurance Council’s figure.

The life insurance companies against whom SEBI passed the order are SBI Life, ICICI Prudential, Tata AIG, Aegon Religare Life, Aviva Life, Bajaj Allianz, Bharti AXA, Birla Sunlife, HDFC Standard Life, ING Vysya Life, Kotak Mahindra Old Mutual Life, Max New York Life, Metlife India and Reliance Life.

IRDA’s order, however, will provide some relief to these life insurance companies.

The order issued by SEBI banned 14 insurance companies from issuing ""any offer document, advertisement, brochure soliciting money from investors or raise money from investors by way of new and/or additional subscription for any product (including ULIPs) having an investment component in the nature of mutual funds, till they obtain the requisite certificate of registration from SEBI.""

Withing 24 hours of the SEBI's director, insurance regulator IRDA fought back with its own order that said, ""all the 14 insurance companies which are mentioned in the order of SEBI are directed to note that notwithstanding the said Order of the SEBI, they shall continue to carry out insurance business as usual including offering, marketing and servicing ULIPs in accordance with the Insurance Act.”

Describing the action of SEBI as ""wholly misconceived and without jurisdiction"", IRDA said it would have brought the insurance industry to a ""stand still"" seriously jeopardising the interests of the policy holders and the interests of the insurers.

It would have resulted in ""complete drying up of the revenue flows to the insurance companies which could disrupt the payment of benefits on maturity, on death and on other admissible claims, putting the policyholder and the general public to irreparable financial loss.

""The financial position of the insurers will be seriously jeopardized thus destabilizing the market and upsetting financial stability"", IRDA added.

About 7.03 crore ULIP polices involving a total premium of Rs.90,645 crores were in force in 2008-09. As many as 16.7 lakhs policies were sold with a premium of Rs.44611 crores during April-February 2009-10.

Published - April 11, 2010 02:38 pm IST

insurance",11-Apr-10,2010,April,https://www.thehindu.com/business/Industry/IRDA-asks-insurance-companies-to-ignore-SEBI-order/article16365559.ece
ULIPs: lock-in period raised to 5 years,"After winning the turf war with the Securities and Exchange Board of India over control over unit-linked insurance products (ULIPs), the Insurance Regulatory and Development Authority (IRDA) on Monday tightened the norms for these schemes by raising the lock-in period and raising the insurance cover on them.

The lock-in period for all ULIPs has been increased from three years to five years, including the top-up premiums, thereby making them long-term financial instruments, which basically provide risk protection, the IRDA said in the guidance note, released on Monday.

Besides insurance cover on such products, the premium has gone up to 10 times of the first-year premium compared to existing five times.

The fight between SEBI and IRDA was basically on the issue whether ULIPs are investment product or insurance schemes. ULIPs are those insurance products the value of which are linked to market price of the stocks in which a part of those money is invested.

IRDA tried to increase the insurance aspects of ULIPs. As was expected, commission and expenses have been reduced by evenly distributing it through out the lock-in period.

“Charges on ULIPs are mandated to be evenly distributed during the lock-in period to ensure that high front-ending of expenses is eliminated,” IRDA said, adding that all limited premium ULIPs, other than single premium products, shall have premium paying term of at least five years.

The regulator said that insurers will provide a mortality cover or a health cover to all ULIPs, other than pension and annuity products, thereby increasing the risk cover component on them.

Customers to benefit

Commenting on the guidelines, MetLife India Managing Director Rajesh Relan said, “prima facie the circular benefits the customer. This is yet another step taken by the IRDA to add more value to the policyholder and make the products more transparent. This will also improve persistency and provide long-term and sustainable income stream for distributors.”

However, Mr. Relan pointed out, “the full impact of these steps on industry players is yet to be ascertained, as we would seek further clarifications on certain clauses.”

As per the new guidelines, all ULIP pension or annuity products will offer a minimum guaranteed return of 4.5 per cent annually or as specified by the IRDA from time-to-time. This will protect the life time savings of pensioners from any adverse market fluctuations at the time of maturity, the circular said. All insurers are directed to conform to these features so that they can introduce products with due approval from the IRDA. From September 1, all ULIPs shall conform to this circular, the regulator said.

With a view to smoothening the cap on charges, the capping been rationalised to ensure that the difference in yield is capped from the fifth year onwards, the notification said. This will not only reduce the overall charges on these products, but also smoothen the charge structure for the policyholder, it added.

Besides, the IRDA has also amended regulations to further tighten the code of conduct of corporate agents to ensure that a customer does not deal with any unlicensed person. The regulations have also been amended to ensure that there is no scope for any kind of remuneration other than commission where sale has been effected, it said.

This measure will reduce the expenses of the insurer, thereby lowering premiums to be paid by the policyholder, it added.

Published - June 28, 2010 11:20 pm IST

economy (general)
                    
                            /                      
                        
                        economy, business and finance
                    
                            /                      
                        
                        insurance",28-Jun-10,2010,June,https://www.thehindu.com/business/Economy/ULIPs-lock-in-period-raised-to-5-years/article16271171.ece
42 India Post Payments Bank branches to open on Sept. 1,"The India Post Payments Bank will be launched in the Maharashtra Postal Circle through the opening of 42 branches and 168 access point on September 1.

Chief Postmaster General H.C. Agrawal in a press conference on Thursday announced that Governor Ch. Vidyasagar Rao would declare the Andheri branch open at a launch ceremony at Raj Bhavan, while Chief Minister Devendra Fadnavis would open the Girgaon branch at a function at the General Post Office.

Union and State Ministers and Members of Parliament will open the other branches in Maharashtra. A special stamp on financial inclusion will be released to commemorate the launch. Prime Minister Narendra Modi will inaugurate the nationwide launch of the ₹1,435-crore initiative. The bank’s app will also be launched, which will enable customers to recharge phones and pay bills. The bank will initially have 650 branches and 3,250 access points and facilities will be extended to 1.55 lakh access points by December 31.

In Maharashtra, 12,428 accounts were opened till August 27 of the bank, which has been set up under the Department of Posts, Ministry of Communications. The government owns 100% equity in it. Mr. Agrawal said, “The bank will be joining hands with businessmen, cooperative dairies, dealers, dabbawalas and fishermen for the benefit of customers.”

Three lakh postmen will be trained to provide financial guidance to customers. Departments of Posts has been a pioneer of financial inclusion in the country. It caters to over 40 crore customers with over 17 crore post office savings bank accounts.

Mr. Agrawal said, “The bank’s objectives are to build the most accessible, affordable and trusted bank for the common man and to spearhead the financial inclusion agenda by removing the barriers for the unbanked and under-banked sector of population.”

As per the guidelines, the bank will coordinate with financial organisations such as Bajaj Allianz Life Insurance and PNB Metlife Insurance for the distribution of government’s insurance programme. As per rules, payments banks can accept deposits of up to ₹1 lakh per account from individuals and small businesses.

Published - August 31, 2018 12:03 am IST

courier and postal service",31-Aug-18,2018,August,https://www.thehindu.com/news/cities/mumbai/42-india-post-payments-bank-branches-to-open-on-sept-1/article24824051.ece
Messi ready for crowning glory in Copa final,"Lionel Messi will bid to gild his legacy as the greatest footballer of his generation in New York on Sunday by ending Argentina's 23-year wait for a major title in a dream final against holders Chile in the Copa America Centenario.

For Messi's many millions of admirers, the five-time world footballer of the year has already achieved enough in his glittering career to be considered in the same bracket as Pele and Diego Maradona.

Yet the only hole in the Barcelona superstar's CV — a major tournament title with Argentina — is invariably, and somewhat unfairly, cited as a justification to delay his elevation to football's pantheon.

That could all change on Sunday before a sell-out crowd of 81,000 at East Rutherford's MetLife Stadium, the home of the NFL's New York Giants, when Argentina face the Chileans in a rematch of last year's Copa America final.

It is the third final in as many years for Messi and his teammates, who suffered agonising defeats in the 2014 World Cup final against Germany and to the Chileans on penalties in Santiago last year.

On each occasion, Messi has borne the brunt of the backlash from critics in Argentina who trot out a familiar laundry list of grievances. He has no passion. He doesn't sing the anthem. He doesn't ""feel"" the shirt.

Barely a ball had been kicked in this Copa America before Maradona, a regular sniper, accused him of lacking “personality” and “leadership.”

Don't come back

Maradona amped up the rhetoric this week shortly after Argentina booked their place in the final with a 4-0 demolition of the United States.

“We will certainly win on Sunday... and if we don't win, they shouldn't come back,” Maradona told an Argentinian television network.

Messi is not above being angered by the criticism.

“I get annoyed by the people who attack you without thinking,” he said in a recent interview.

“We got to two finals. We didn't win. What can you do? But we got to the final. It's not like we lost in the last 16.”

So far in the United States, Messi has shown no sign of being overburdened by the pressure to end Argentina's wait for a title.

After missing Argentina's opening group match — a 2-1 win over Sunday's opponents Chile — he scored an electrifying 19-minute hat-trick against Panama after coming on as a substitute before going on to equal Gabriel Batistuta's Argentina goals record in the 4-1 quarterfinal win over Venezuela.

Against the US on Tuesday, he scored a magnificent curling freekick to become his country's leading international goalscorer with 55, while setting up two more goals in a magical all-round display.

He even found the time to sign the shirt of an autograph-hunting fan who sprinted onto the pitch at the start of the second half.

Messi determined

His smiling, laidback demeanor however masks a fierce determination to lift the title, revealing that Argentina have become a more formidable unit since suffering the pain of multiple final defeats.

“It's been almost a year since the last Copa America, and I think that made us stronger as a group, and as a team,” Messi said.

“We grew a lot, in a lot of ways, and above all, even though we didn't win, it helped us.”

Yet while Argentinian fans — and many neutrals — will be willing Messi to victory, Chile have shown that they are more than capable of pulling off another ambush.

Since the opening loss to Argentina on June 6, the Chileans have improved with each game to compile their best run of results since Juan Antonio Pizzi replaced Jorge Sampaoli as manager in January.

They humiliated Mexico with a 7-0 thrashing in the quarterfinals and polished off Colombia 2-0 in the semifinals.

“They attack and defend with great intensity, and if you make a mistake they can punish you,” Colombia coach Jose Pekerman said after the semi-final loss.

A dynamic, combative midfield led by Bayern Munich star Arturo Vidal will ensure that Argentina's skilled attackers such as Messi, Nicolas Gaitan and Ever Banega have nothing like the freedom to operate they have enjoyed so far.

And Chile's razor sharp attack, which features tournament top scorer Eduardo Vargas (six goals) and Arsenal star Alexis Sanchez, should also pose more questions than Argentina's back four has been required to answer en route to the final.

Published - June 25, 2016 11:09 am IST

soccer",25-Jun-16,2016,June,https://www.thehindu.com/sport/football/Copa-America-Centenario-2016-Argentina-vs-Chile-finals/article60575740.ece
NRA honours U.S. FCC chair Ajit Pai with rifle for repealing ‘net neutrality’,"The National Rifle Association (NRA) on Friday honoured the head of the Federal Communications Commission with a rifle after braving death threats and other opposition as he worked to undo the Obama administration’s 2015 net neutrality rules.

‘Courage under fire’

FCC Chairman Ajit Pai was honoured at the Conservative Political Action Conference (CPAC) in Oxon Hills, Maryland, by the NRA with the “Charlton Heston Courage Under Fire Award,” an honour named for the late actor who was an NRA president.

The award is a Kentucky long rifle that will stay at the NRA’s museum in Fairfax, Virginia. The NRA was not allowed to bring the weapon on stage, said Carolyn Meadows, an NRA official.

It was not immediately clear why the NRA was not able to present the long gun to the FCC chairman. The FCC, CPAC and the NRA did not immediately respond to questions. A Reuters reporter at the event said there were no visible prohibitions against weapons at the event but metal detectors were present before President Donald Trump’s address earlier on Friday.

At the event, Mr. Pai defended his aggressive approach to undoing numerous telecommunications regulations put in place under former President Barack Obama.

“Some people urged me to go for sacrifice bunts and singles and try to nibble around the edges, make some minor changes,” Mr. Pai said. “But I don’t play small ball.”

Mr. Pai canceled his appearance in January at a large consumer electronics event in Las Vegas after receiving deaths threats, sources told Reuters.

The repeal of the net neutrality rules was a victory for Internet service providers like AT&T Inc., Comcast Corp. and Verizon Communications Inc., conferring power over what content consumers can access and allowing them to offer paid fast lanes for certain content.

Face-off with Facebook

On the other side, technology companies including Alphabet Inc. and Facebook Inc. have thrown their weight behind the congressional bid to reverse the net neutrality repeal.

On Thursday, 22 state attorneys general sued to block the repeal. Fight for the Future, a group that backs net neutrality, said in a tweet “Hunh” the NRA gave Mr. Pai an award that will “allow Internet service providers (ISPs) to censor websites and information about guns.”

Several corporations have cut ties with the NRA after the group launched a counter-offensive against a student-led campaign for tighter U.S. gun ownership laws after a gunman killed 17 people at a Florida high-school.

Insurer Chubb Ltd. said on Friday that it would stop underwriting an NRA-branded insurance policy for gun owners that covers legal costs in self-defence shootings.

Insurance company MetLife Inc. ended an auto and home incentive program for NRA members, while several rental car companies announced they were ending discount programmes for NRA members.

Published - February 24, 2018 07:30 pm IST

economy, business and finance",24-Feb-18,2018,February,https://www.thehindu.com/business/Economy/nra-honours-us-fcc-chair-ajit-pai-with-rifle-for-repealing-net-neutrality/article22845853.ece
Delta subjected to retribution in Georgia for crossing NRA,"As companies across America take a stand on guns after the Florida school massacre, Delta Air Lines withstood swift political retribution in its home state of Georgia for cutting ties with the National Rifle Association.

Ignoring warnings that the state’s business-friendly image could be tarnished, Republicans in the state legislature voted on Thursday to kill a tax break that would have saved Delta millions of dollars in sales tax on jet fuel. The proposal wasn’t controversial until Delta announced last weekend it would no longer offer discounted fares to NRA members.

“I hope they are better at flying airplanes than timing P.R. announcements,” Georgia House Speaker David Ralston, a Republican, said after his chamber gave final approval to a larger tax-cut bill that was stripped of the jet fuel tax exemption.

The Feb. 14 slayings of 17 students and educators in Parkland, Florida, by a gunman armed with an AR-15 assault-style rifle has prompted retailers including Walmart, Kroger and Dick’s Sporting Goods to tighten their gun sales policies. Meanwhile, Delta and other companies including MetLife and Hertz have ended business ties with the NRA.

ALSO READ
                    
                      Trump says some lawmakers too fearful of NRA to take action

Delta’s decision triggered a showdown with pro-gun lawmakers in Georgia, where the Atlanta-based airline is one of the largest employers with 33,000 employees statewide. Republican Lt. Gov. Casey Cagle, the state Senate’s presiding officer, vowed on Monday to stop any tax break that would benefit Delta.

“Corporations cannot attack conservatives and expect us not to fight back,” tweeted Mr. Cagle, who is also running for governor.

GOP lawmakers amended a sweeping tax bill to eliminate a fuel-tax exemption worth at least an estimated $38 million to Delta and other airlines.

The Senate passed the tax measure 44-10, with Democrats accounting for all of the no votes. The House which had passed an earlier version with the jet fuel exemption before the Delta controversy erupted followed with a 135-24 vote.

Republican Gov. Nathan Deal criticized the Delta controversy as an “unbecoming squabble” but said he would sign the broader tax measure in whatever form it passed.

ALSO READ
                    
                      Gun lobby pushes back on Trump's gun plans after Florida shooting

Delta did not immediately return messages seeking comment Thursday. NRA spokeswoman Catherine Mortensen had no immediate comment.

The Delta provision barely came up Thursday in either legislative chamber during debate on the underlying tax bill, designed in part to give back to Georgia taxpayers $5.2 billion in extra state revenue expected over the next five years because of the recent federal tax overhaul.

Mr. Cagle took a softer tone in celebrating victory on Thursday.

“Obviously the political environment does sometimes get a little testy, but in the end, it’s all about the product,” said Cagle, who is running this year to succeed the term-limited governor. “And the product we have today is something that all of us can be very proud of.”

GOP Sen. Michael Williams, another gubernatorial candidate, praised Republicans for holding out in the face of criticism from the news media and corporate America.

“We’ve stayed strong,” Mr. Williams said. “We’ve even stayed strong against our own governor.”

Among Democrats voting against the tax bill was Sen. Nikema Williams of Atlanta, who applauded companies that have taken swift action on guns after the Florida tragedy. She said Delta’s decision to end its NRA discounts led her to support the jet fuel tax break.

ALSO READ
                    
                      U.S. firms continue to abandon gun lobby

“The small steps that Delta and Dick’s Sporting Goods are taking, to take a stand and say enough is enough, is what we all need to be doing as adults,” Mr. Williams said. “We’re the leaders of this state and we need to be coming together for solutions, not bullying corporations who are trying to do the right thing.”

Critics of the GOP effort to retaliate against Delta have warned it could backfire by harming Georgia’s ability to lure businesses including Amazon, which recently named Atlanta a finalist in its search for a second headquarters.

“It definitely could have an effect when an outside company looks at something that happens this quickly around election time to one of the largest employers in the state,” said William Hatcher, a professor at Augusta University who studies economic development. “But will it be the dominant factor? I don’t think so.”

Published - March 02, 2018 12:15 pm IST

USA
                    
                            /                      
                        
                        human interest
                    
                            /                      
                        
                        national politics",02-Mar-18,2018,March,https://www.thehindu.com/news/international/delta-subjected-to-retribution-in-georgia-for-crossing-nra/article22905507.ece
Saraswat Cooperative Bank to sell LIC products under bancassurance tie-up,"Life Insurance Corporation of India (LIC) and Mumbai-headquartered Saraswat Cooperative Bank have entered into a partnership under which the bank will sell the insurance major’s products.

The partnership is part of efforts to increase penetration of life insurance through the bancassurance channel, LIC said. The largest urban cooperative bank in the country, Saraswat Cooperative Bank, with a network comprising 294 branches across six States, caters to more than two million customers, the State-owned life insurer said in a release on Friday.

LIC said it has insurance products for all segments of society, from annuity, ULIP, term insurance to savings plans. Its close ended guaranteed benefit plan Dhan Vriddhi, for those aged 90 days to 60 years, is available till September 30.

Published - August 25, 2023 07:57 pm IST",25-Aug-23,2023,August,https://www.thehindu.com/business/saraswat-cooperative-bank-to-sell-lic-products-under-bancassurance-tie-up/article67235537.ece
USISPF | COVID-19 proves Indian economy's resilience: FM Nirmala Sitharaman,"COVID-19 and its aftermath has proven the Indian economy’s resilience, Union Finance and Corporate Affairs Minister Nirmala Sitharaman told U.S. investors in a meeting on June 24, adding that India’s fiscal situation is not only under control, but also expected to improve further.

Addressing a global investors’ meet hosted by the U.S.-India Strategic Partnership Forum (USISPF), Ms. Sitharaman said that the government has shown a strong record of ‘reform implementation in the last six years’ and showcased the ‘strong relief and reforms undertaken during the pandemic times’.

“Macro-economic stability, infrastructure-led economic growth opportunities, financial sector reforms and positioning as a strong player in global supply chains are just some of the ways India continues to rise as a global economic powerhouse,” she said, stressing that there was a significant decline in new COVID-19 infections and a decline in the second wave.

At the meeting attended by global investors such as Mastercard, Metlife, Prudential, Dell, Softbank and Warburg Pincus, the broad messaged conveyed by the Finance Minister included the vision to make India ‘self-reliant and modern’ through the Aatma Nirbhar Bharat programme and driven by 5 ‘I’s – Intent, Inclusion, Investment, Infrastructure and Innovation.

The Finance Minister said India is committed to forge a long term relationship with U.S. investors and proposes to meet them twice a year. “The continuous reforms make India a great place to do business and the highest ever GST collections shows the bright spot — more formalisation of economy and tax compliance,” Ms. Sitharaman told investors as per an official statement.

Emphasising India’s ‘continued macro-economic stability and resilience in economic recovery in the recent months’, the Finance Minister said India’s wide-ranging reforms continue to position the country as an attractive destination for foreign investors. There are ‘new opportunities emerging for foreign investors with recent FDI reforms, privatisation policy and PLI (production-linked incentive) scheme’, she pointed out.

“Innovation and R&D got a great potential. New opportunities emerging for foreign investors with recent FDI reforms privatisation policy and PLI scheme,” the Finance Ministry said in a statement, summarising her message at the USISPF meeting.

According to the Ministry, First Solar CEO Mark Widmar applauded ‘the effort done already towards the investment opportunities in India, especially with the combination of industrial policy and the trade barriers that have enabled this initiative’. He was also encouraged to see the vaccination and economic progress, the statement said.

Ms. Sitharaman underlined that India had 15 new unicorns in 2021, reflecting its growing startup ecosystem ‘to be amongst the best in the world’. Economic Affairs Secretary Ajay Seth told investors about the broad themes of the Union Budget and the far-reaching changes brought about.

Published - June 25, 2021 12:34 am IST

economy, business and finance
                    
                            /                      
                        
                        investment service",25-Jun-21,2021,June,https://www.thehindu.com/business/Economy/usispf-covid-19-proves-indian-economys-resilience-fm-nirmala-sitharaman/article34958538.ece
"LIC raises Rs 5,627 crore from anchor investors led by domestic institutions","Insurance behemoth LIC on Tuesday said it has garnered a little over Rs 5,627 crore from anchor investors led primarily by domestic institutions ahead of its mega initial public offering (IPO).

Anchor Investors' (AIs) portion (5,92,96,853 equity shares) was subscribed at Rs 949 per equity share, the insurer said in an early morning filing to exchanges.

Out of the allocation of about 5.9 crore shares to AIs, 4.2 crore shares (71.12 per cent) were allocated to 15 domestic mutual funds through 99 schemes, the filing said.

Besides, investment was made by some domestic insurance companies and pension funds. Some of the prominent names in this category included ICICI Prudential Life Insurance, SBI Life Insurance, Kotak Mahindra Life Insurance, PNB Metlife Insurance, SBI Pension Fund and UTI Retirement Solutions Pension Fund Scheme.

Foreign participation included the Government of Singapore, Monetary Authority of Singapore, Government Pension Fund Global and BNP Investment LLP.

As per the prospectus, out of the 22.13 crore shares offered for sale, 5.93 crore shares were reserved for anchor investors.

The government by diluting 3.5 per cent stake in LIC would raise Rs 21,000 crore, the biggest ever IPO in the Indian market.  The previous such high fundraising was seen in the IPO of Paytm in 2021 at Rs 18,300 crore and Coal India in 2010 at Rs 15,200 crore.

The price band for LIC IPO is Rs 902-949 per equity share.

Policyholders will get a discount of Rs 60 per equity share, while retail investors and employees will get a discount of Rs 45 on each share.

Of the total shares on offer, over 9.88 crore shares are reserved for qualified institutional buyers and over 2.96 crore shares for non-institutional buyers. Up to 15,81,249 shares and 2,21,37,492 shares are reserved for employees and policyholders.

LIC would get listed and start trading on the stock exchanges on May 17.

LIC's embedded value, which is a measure of the consolidated shareholders' value in an insurance company, was pegged at about Rs 5.4 lakh crore as of September 30, 2021, by international actuarial firm Milliman Advisors.

Based on investor feedback, the market value of government-owned LIC has been pegged at 1.1 times its embedded value or Rs 6 lakh crore.

LIC was formed by merging and nationalizing as many as 245 private life insurance companies on September 1, 1956, with an initial capital of Rs 5 crore.

Its product portfolio comprises 32 individual products (16 participating products and 16 non-participating products) and seven individual optional rider benefits. The insurer's group product portfolio comprises 11 group products.

As of December 2021, LIC had a market share of 61.6 per cent in terms of premiums or GWP, 61.4 per cent in terms of new business premium, 71.8 per cent in terms of the number of individual policies issued, and 88.8 per cent in terms of the number of group policies issued.

Published - May 03, 2022 11:39 am IST

economy, business and finance
                    
                            /                      
                        
                        business (general)
                    
                            /                      
                        
                        financial markets",03-May-22,2022,May,https://www.thehindu.com/business/markets/lic-raises-rs-5627-crore-from-anchor-investors-led-by-domestic-institutions/article65377827.ece
"LIC raises ₹5,627 crore from anchor investors led by domestic institutions","Insurance behemoth LIC on Tuesday said it has garnered a little more than ₹5,627 crore from anchor investors led primarily by domestic institutions ahead of its mega initial public offering (IPO).

Anchor Investors' (AIs) portion (5,92,96,853 equity shares) was subscribed at ₹949 per equity share, the insurer said in an early morning filing to exchanges.

Out of the allocation of about 5.9 crore shares to AIs, 4.2 crore shares (71.12%) were allocated to 15 domestic mutual funds through 99 schemes, the filing said.

Besides, investment was made by some domestic insurance companies and pension funds. Some of the prominent names in this category included ICICI Prudential Life Insurance, SBI Life Insurance, Kotak Mahindra Life Insurance, PNB Metlife Insurance, SBI Pension Fund and UTI Retirement Solutions Pension Fund Scheme.

Foreign participation included Government of Singapore, Monetary Authority of Singapore, Government Pension Fund Global and BNP Investment LLP.

As per the prospectus, out of the 22.13 crore shares offered for sale, 5.93 crore shares were reserved for anchor investors.

The government by diluting 3.5% stake in LIC would raise ₹21,000 crore, the biggest-ever IPO in the Indian market.  The previous such high fundraising was seen in the IPO of Paytm in 2021 at ₹18,300 crore and Coal India in 2010 at ₹15,200 crore.

The price band for LIC IPO is ₹902-₹949 per equity share.

Policyholders will get a discount of ₹60 per equity share, while retail investors and employees will get a discount of ₹45 on each share.

Of the total shares on offer, over 9.88 crore shares are reserved for qualified institutional buyers and over 2.96 crore shares for non-institutional buyers. Up to 15,81,249 shares and 2,21,37,492 shares are reserved for employees and policyholders.

LIC would get listed and start trading on the stock exchanges on May 17.

LIC's embedded value, which is a measure of the consolidated shareholders' value in an insurance company, was pegged at about ₹5.4 lakh crore as of September 30, 2021, by international actuarial firm Milliman Advisors.

Based on investor feedback, the market value of government-owned LIC has been pegged at 1.1 times its embedded value or ₹6 lakh crore.

LIC was formed by merging and nationalizing as many as 245 private life insurance companies on September 1, 1956, with an initial capital of ₹5 crore.

Its product portfolio comprises 32 individual products (16 participating products and 16 non-participating products) and seven individual optional rider benefits. The insurer's group product portfolio comprises 11 group products.

As of December 2021, LIC had a market share of 61.6% in terms of premiums or GWP, 61.4% in terms of new business premium, 71.8% in terms of the number of individual policies issued, and 88.8% in terms of the number of group policies issued.

Published - May 03, 2022 07:50 pm IST",03-May-22,2022,May,https://www.thehindu.com/business/lic-raises-5627-crore-from-anchor-investors-led-by-domestic-institutions/article65379024.ece
"Copa America: Argentina advances to quarterfinals, beats Chile 1-0 on Martinez’s goal","After nearly 90 minutes of total domination, Lionel Messi and defending champion Argentina advanced to the Copa America quarterfinals after the ball ricocheted in front of the net during a frantic scramble that led to the breakthrough.

Lautaro Martínez scored off the last in a series of rebounds in the 88th minute, lifting the Albiceleste over Chile 1-0 on Tuesday night and into the quarterfinals with a game to spare.

LAUTARO MARTÍNEZ 🐂 pic.twitter.com/3BwopGlCeG

“The ball ended up right at me and I was able to convert it,"" said Martínez, who scored the second goal in last week's opening 2-0 win over Canada.

Messi started the leadup to the goal with a corner kick that was sent sent toward goal with a glancing header by defender Lisandro Martínez. The ball landed in front of goalkeeper Claudio Bravo, where Argentina's Giovani Lo Celso and Chile's Nicolás Fernández were wrestling. Lo Celso kicked the ball off Bravo and it rebounded to Chile's Igor Lichnovsky, who tried to poke it wide.

Lautaro Martínez, who entered in the 73rd, calmly one-timed that rebound into the roof of the net on Argentina's 21st shot. Players stood and waited for three minutes while the goal, Martínez's 26th for the national team, was confirmed in a video review.

“We deserved the win. It was not an easy match,"" Argentina coach Lionel Scaloni said. ""We managed to win at the moment least expected.”

Argentina leads Group A with six points, followed by Canada with three, and Chile and Peru with one each. The Albiceleste finish the first round against Peru at Miami Gardens, Florida, on Saturday, when Canada meets Chile in Orlando, Florida.

Playing a day after his 37th birthday, Messi frequently flaunted his talent to spin around and slalom through defenders before an adoring sellout crowd of 81,106 at MetLife Stadium, site of the 2026 World Cup final. Argentina dominated 22-3 in shots and 11-0 in corner kicks. Chile didn't take its first attempt until the 72nd minute.

Messi came the closest to scoring before Martínez with a 30-yard shot that glanced off the post to Bravo’s left in the 36th minute. Messi had received treatment on the thigh area of his right leg for nearly two minutes after getting kicked by Gabriel Suazo in the 24th.

Nicolás González’s shot from another Messi pass in the 62nd was parried off the crossbar by Bravo.

""I always have to save one or two every match. And I’m lucky to keep doing it,” Martínez said.

On the 46th anniversary of Argentina's first World Cup title, the teams returned to the stadium where Chile beat Argentina on penalty kicks in the 2016 Copa America final. That defeat prompted Messi to announce his international retirement only to reverse his decision seven weeks later.

At least 90% of the fans wore Argentina jerseys, most with Messi's name and No. 10.

There were some small brown patches behind one goal on a grass field installed at a stadium where the usual surface is artificial turf. The surface was narrow, with construction scheduled to allow a wider field for the World Cup.

Bravo, at 41 the oldest player in Copa America history, had eight saves in his 150th international appearance. He and Messi, former Barcelona teammates, spoke with each other while leading their teams onto the field for the national anthems.

“Losing this way leaves a bitter taste,” Bravo said. ""We played against a tremendous opponent.”

Published - June 26, 2024 10:21 am IST

soccer",26-Jun-24,2024,June,https://www.thehindu.com/sport/football/copa-america-argentina-advances-to-quarterfinals-beats-chile-1-0-on-martinezs-goal/article68334825.ece
